var_i,var_j,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
FVC,SPEI6,,,,0.1459861108560904,,,0.1643516163694086,,,,,,,0.2574312726177213,,0.1262651482391535,,0.2033322420675711,,,,0.1813240927308463,,
FVC,T,0.2025553737820373,0.2102289331862415,0.1750992280567908,0.1853693300914483,0.2054408433425058,0.2030646617652111,0.1894400402276312,0.1437760482906334,0.1393118882507628,0.1944842102720763,0.1992751522795422,0.1729360975093084,0.1712247046611785,0.2293421348085162,0.1836666965619047,0.2077064260819928,0.2025045882184268,0.1979347143267629,0.1543665606840408,0.1723450644547385,0.1465596082397957,0.1770107907464611,0.1851467123054765,0.1823553544771362
FVC,WEPS,,0.1580166861950948,0.1320310523725445,,0.1490120474694682,0.1672557746987924,,0.1442354079403852,,0.1411051349378763,,0.142831313406339,0.1182247183361393,,0.1473102826749304,0.1363186851804573,0.1616205367943602,,,0.1482850520290266,0.1420614347258139,,,
GD,POP,0.7284934765244402,0.744170768292577,0.7050406099857205,0.6982185629031439,0.7355317660341864,0.5248386530872259,0.5733666172988958,0.5368380580584459,0.5324184648968302,0.5253630649886449,0.8105505763322908,0.7681435365086372,0.7375530558325465,0.7318915881639496,0.8006214599033974,0.8258248229685489,0.5307507358859319,0.5418680786346929,0.5715600225307034,0.5840689078949137,0.645915496917882,0.6549110634876216,0.6606985853955596,0.7154710987926399
GP,NIRv,0.1442451644551906,0.1377057301332901,0.1197616794497306,,0.1407890400593736,,,0.1442382920183218,,,,,,,,0.1423482043957002,0.1451247301559495,0.1429810683238623,,0.1417672538391602,0.1255599876311222,,,
GP,PRE,0.1716889180080733,0.1633678492102046,,0.1415351304398306,,,0.1586502768308401,,,0.1437690915483732,0.1428781597318026,,,,,,,,,,,,,
NDMI,NIRv,0.1782424630627018,0.1743885300873464,0.1675273745345953,,0.1670528215843095,0.1982043756646885,0.21668546400318,0.1356557491218695,0.2341474276619925,0.2109185009460818,0.1620620616711459,0.223763150501188,0.2415043963014256,0.2128311666150592,0.2482684075008728,0.1696594875450741,0.1768179992072145,0.1617940464640075,0.2093659186132372,0.2255914602772419,0.2126096301087979,0.2237564214787599,0.2213860047493092,0.2440279106164121
NDMI,PET,0.1559197888528592,0.1454592578364594,0.1139452604644171,0.1705305342218335,,0.1479057097300785,,,0.1366481952180007,,0.1511220122741109,0.1570519461978805,0.1524616414855787,0.1784456492817303,0.1612911555085864,0.1502975234932964,0.1612699025527131,,0.1418559599758331,0.1580713220079458,0.1552787720191669,0.1940105960387385,0.1554634747007044,0.1753932610099565
NDMI,PRE,0.1529064494376876,0.1464725598613614,0.1288167062840048,,0.1364041101742272,0.1578409533289421,0.1768999779609927,,0.1712552479623874,0.1777741858301674,0.1638857907997458,0.1577718483920057,0.1716233454665343,0.1895630677345605,0.1806475331349576,,,,0.1610165549849786,0.1851013210382676,0.1938403412637639,0.2036570429898618,0.1788006550422659,0.2044708866793589
NDMI,SM,0.1412974844973243,,,,,,,,0.1501406300639228,0.1438861311268133,,0.1662078824284646,0.1673130233763315,,0.1749826390478174,0.1310003465362251,0.1472130306394734,,0.1448647495665633,0.1751604953311955,0.1678505303339711,0.1778796459811494,0.1542975628453818,0.1723312986420359
NDMI,T,0.1711538044868675,0.1425151716336698,,0.1728659310511272,,,,,0.1343491020568324,0.1408184025406623,0.1558919475103342,0.164247578137654,0.174773201534574,0.1719330822787427,0.1605313416500143,0.1526783177214339,0.1640064059774998,0.1466712795878529,,0.1600791844017265,0.1559520757472952,0.1703648453745952,,0.1782316920562462
NIRv,PET,,,0.1182338136909328,,0.1409355459073971,0.1396343523808189,,,,,,,,,0.1318773601242761,,,,0.1444940849307995,,0.1247082985570648,,0.1475775965101702,
NIRv,PRE,0.2840070045805411,0.2745948607075828,0.2688242093091555,0.2220338035945054,0.2481010833135988,0.2352201214910407,0.2994712416677807,0.2115867554626888,0.283713545802868,0.3132022745060148,0.2663504228490713,0.2518857711915656,0.2491546224751377,0.2998050678541243,0.2809033778785135,0.2351967308351508,0.2455384607382768,0.2794540723017667,0.3026162606514065,0.2392808509803277,0.2999024251226105,0.2914949518308364,0.3132043884277067,0.2935221779246835
NIRv,SM,0.2081874648569613,0.2044842188327366,0.1909558943081011,0.1774320464911914,0.2039022928045631,0.2149642165070366,0.2005803274120678,0.1974488170121649,0.1992820414249629,0.2155906050375474,0.2163447757980561,0.2079405453768168,0.2050504739765319,0.2262682029410813,0.2357679667272945,0.211266027028113,0.2151858050224312,0.2047626890242862,0.2017806043914448,0.2191085424900862,0.2243667820485327,0.2325385364537094,0.2327886939381773,0.2340988752975557
NIRv,SPEI6,,,,,,,,,0.134220169702517,,,,,0.2420727025272113,,,,0.1823347070079114,,,,0.1581807431526301,0.1416567250716806,
NIRv,T,0.1563979430765693,0.1603134190839604,0.1240529865884075,0.1446358727819948,0.1582606215483871,0.1509536251743172,,0.118776601377182,,0.1418958827143126,0.1456117395560515,0.1330616805251837,0.1469426917681685,0.1800281936627343,0.1479947027039759,0.1526140261216104,0.1569575766124909,0.1532875504541107,0.1462874830581927,0.1391417478033352,0.131739157870402,,0.1481550217299616,
